	id	abstract
68	35309911	Melanoma, the deadliest type of skin cancer, is on the rise globally. The generally poor prognosis makes melanoma still an enormous public health problem. Ferroptosis is a newly emerging form of iron-dependent regulated cell death, which has been implicated in the development and treatment of several tumors. However, whether there is a connection between ferroptosis-related genes and the prognosis of melanoma patients remains an enigma. In the present study, we identified a ferroptosis-related genes signature to predict the prognosis of melanoma patients by analyzing single-cell RNA-sequencing data from the Gene Expression Omnibus (GEO). Single-cell trajectory analysis was performed to explore malignant differentiation. CellChat was used to investigate intercellular communications in melanoma. Collectively, a novel four-gene signature (CP, MAP1LC3A, transferrin, and TP53) was constructed for prognosis prediction. COX proportional hazards regression analysis showed that the established ferroptosis-associated risk model was an independent prognostic predictor for melanoma patients (HR = 2.3293; 95%CI 1.1528-4.706) (p < 0.018). Patients with low-risk scores had significantly better overall survival (OS) than those with high-risk scores in The Cancer Genome Atlas, GSE59455, and GSE22153 dataset (p = 0.0015, p = 0.031, p = 0.077). Furthermore, the gene expression level of the four genes were verified in multistrain melanoma cell lines and normal human epidermal melanocytes (NHEM). The protein expression level of the four genes in clinical samples were further verified in the Human Protein Atlas (HPA) databases. Taken together, our study identified the prognostic significance of the ferroptosis-related genes in melanoma and developed a novel four-gene prognostic signature, which may shed light on the prognostic assessment and clinical decision making for melanoma patients. 
69	35309908	The centrosome is composed of a pair of centrioles and serves as the major microtubule-organizing center (MTOC) in cells. Centrosome dysfunction has been linked to autosomal recessive primary microcephaly (MCPH), which is a rare human neurodevelopmental disorder characterized by small brain size with intellectual disability. Recently, several mouse models carrying mutated genes encoding centrosomal proteins have been generated to address the genotype-phenotype relationships in MCPH. However, several human-specific features were not observed in the mouse models during brain development. Herein, we generated isogenic hiPSCs carrying the gene encoding centrosomal CPAP-E1235V mutant protein using the CRISPR-Cas9 genome editing system, and examined the phenotypic features of wild-type and mutant hiPSCs and their derived brain organoids. Our results showed that the CPAP-E1235V mutant perturbed the recruitment of several centriolar proteins involved in centriole elongation, including CEP120, CEP295, CENTROBIN, POC5, and POC1B, onto nascent centrioles, resulting in the production of short centrioles but long cilia. Importantly, our wild-type hiPSC-derived brain organoid recapitulated many cellular events seen in the developing human brain, including neuronal differentiation and cortical spatial lamination. Interestingly, hiPSC-CPAP-E1235V-derived brain organoids induced p53-dependent neuronal cell death, resulting in the production of smaller brain organoids that mimic the microcephaly phenotype. Furthermore, we observed that the CPAP-E1235V mutation altered the spindle orientation of neuronal progenitor cells and induced premature neuronal differentiation. In summary, we have shown that the hiPSC-derived brain organoid coupled with CRISPR/Cas9 gene editing technology can recapitulate the centrosome/centriole-associated MCPH pathological features. Possible mechanisms for MCPH with centriole/centrosome dysfunction are discussed. 
70	35309563	Alzheimer's disease with psychosis (AD+P) is a heritable phenotypic variant of the disease which is associated with more rapid cognitive deterioration compared to Alzheimer's disease without psychosis (AD-P). Cognitive decline in AD correlates with synapse loss, and our previous studies suggest that those with AD+P have a differentially affected synaptic proteome relative to those with AD-P. In this study, we utilized RNA-sequencing of dorsolateral prefrontal cortex (DLPFC) in a cohort of 80 AD cases to evaluate novel transcriptomic signatures that may confer risk of psychosis in AD. We found that AD+P was associated with a 9% reduction in excitatory neuron proportion compared to AD-P [Mean (SD) AD+P 0.295 (0.061); AD-P 0.324 (0.052), p = 0.026]. mRNA levels contributed only modestly to altered synaptic proteins in AD+P relative to AD-P. Instead, network analysis identified altered expression of gene modules from protein ubiquitination, unfolded protein response, eukaryotic initiation factor 2 (EIF2) signaling and endoplasmic reticulum stress pathways in AD+P. We previously found that neuropathologies account for ~18% of the variance in the occurrence of psychosis in AD. Further inclusion of cell type proportions and differentially expressed modules increased the percent of the variance in psychosis occurrence accounted for in our AD cohort to 67.5%. 
71	35309442	Malaria is a vector-borne disease. It is caused by Plasmodium parasites. Plasmodium yoelii is a rodent model parasite, primarily used for studying parasite development in liver cells and vectors. To better understand parasite biology, we carried out a high-throughput-based proteomic analysis of P. yoelii. From the same mass spectrometry (MS)/MS data set, we also captured several post-translational modified peptides by following a bioinformatics analysis without any prior enrichment. Further, we carried out a proteogenomic analysis, which resulted in improvements to some of the existing gene models along with the identification of several novel genes. Analysis of proteome and post-translational modifications (PTMs) together resulted in the identification of 3124 proteins. The identified PTMs were found to be enriched in mitochondrial metabolic pathways. Subsequent bioinformatics analysis provided an insight into proteins associated with metabolic regulatory mechanisms. Among these, the tricarboxylic acid (TCA) cycle and the isoprenoid synthesis pathway are found to be essential for parasite survival and drug resistance. The proteogenomic analysis discovered 43 novel protein-coding genes. The availability of an in-depth proteomic landscape of a malaria pathogen model will likely facilitate further molecular-level investigations on pre-erythrocytic stages of malaria. 
72	35309438	Biofilm formation and hemolytic activity are closely related to the pathogenesis of Staphylococcus aureus infections. Herein, we show that lapatinib (12.5 μM) significantly inhibits biofilm formation and hemolytic activity of both methicillin-sensitive S. aureus (MSSA) and methicillin-resistant S. aureus (MRSA) isolates. Using quantitative reverse transcription PCR, we found that the RNA levels of transcriptional regulatory genes (RNAIII, agrA, agrC, saeR, and saeS), biofilm-formation-related genes (atl, cidA, clfA, clfB, and icaA), and virulence-related genes (cap5A, hla, hld, hlg, lukDE, lukpvl-S, staphopain B, alpha-3 PSM, beta PSM, and delta PSM) of S. aureus decreased after 6 h treatment with lapatinib. Wild-type S. aureus isolates were continuously cultured in vitro in the presence of increasing concentrations of lapatinib for about 140 days. Subsequently, S. aureus isolates with reduced susceptibility to lapatinib (the inhibitory effect of lapatinib on the biofilm formation of these S. aureus isolates was significantly weakened) were selected. Mutations in the genomes of S. aureus isolates with reduced susceptibility to lapatinib were detected by whole-genome sequencing. We identified four genes with mutations: three genes with known functions (membrane protein, pyrrolidone-carboxylate peptidase, and sensor histidine kinase LytS, respectively) and one gene with unknown function (hypothetical protein). In conclusion, this study indicates that lapatinib significantly inhibits biofilm formation and the hemolytic activity of S. aureus. 
73	35309350	Anti-programmed cell death protein 1 and its ligand (anti-PD1/PDL1) have been proposed as a promising therapeutic option for advanced biliary tract cancer (aBTC). Given the scarce quantitative analyses of anti-PD1/PDL1 in aBTC, we thus did a meta-analysis to assess the benefits and risks of this emerging treatment strategy in patients with aBTC. PubMed, Embase, the Cochrane Library, Web of Science, and meeting resources were searched for relevant studies. The main endpoints were median progression-free survival (mPFS), median overall survival (mOS), objective response rate (ORR), disease control rate (DCR), any-grade adverse events (AEs), and grade 3-4 AEs. Twenty-eight studies with 1,338 participants were included. The best curative effect was found in the anti-PD1/PDL1 combined with anti-CTLA4 and chemotherapy group (mPFS: 12.4 months; mOS: 16.0 months; ORR: 45.1%; DCR: 95.0%), followed by the anti-PD1/PDL1 plus chemotherapy group (mPFS: 8.2 months; mOS: 14.8 months; ORR: 36.3%; DCR: 84.6%), the anti-PD1/PDL1 plus antiangiogenesis group (mPFS: 4.9 months; mOS: 10.2 months; ORR: 17.5%; DCR: 68.7%), the anti-PD1/PDL1 plus anti-cytotoxic T lymphocyte antigen 4 (anti-CTLA4) group (mPFS: 2.9 months; mOS: 8.3 months; ORR: 9.9%; DCR: 36.8%), and the anti-PD1/PDL1 monotherapy group (mPFS: 2.5 months; mOS: 7.6 months; ORR: 6.8%; DCR: 34.7%). Compared with anti-PD1-containing regimens, anti-PDL1-containing regimens achieved preferable mPFS (11.1 vs. 3.8 months), mOS (12.2 vs. 9.8 months), and ORR (23.7% vs. 17.4%), despite a similar DCR (61.1% vs. 61.3%). The mPFS, mOS, ORR, and DCR were 10.6 months, 15.8 months, 42.3%, and 88.6% of first-line anti-PD1/PDL1 and 3.0 months, 9.1 months, 11.6%, and 51.1% of second-line therapy or beyond, respectively. There were 80.6% and 34.0% of the patients suffering any-grade AEs and grade 3-4 AEs. Anti-PD1/PDL1 monotherapy might be considered as a safer alternative than combination regimens. Meanwhile, obvious toxicities in the first-line setting could not be neglected. Anti-PD1/PDL1 showed encouraging efficacy and acceptable safety profile in aBTC and, thus, could be an alternative treatment. 
74	35309349	Early diagnosis of psoriatic arthritis (PSA) is important for successful therapeutic intervention but currently remains challenging due, in part, to the scarcity of non-invasive biomarkers. In this study, we performed single cell profiling of transcriptome and cell surface protein expression to compare the peripheral blood immunocyte populations of individuals with PSA, individuals with cutaneous psoriasis (PSO) alone, and healthy individuals. We identified genes and proteins differentially expressed between PSA, PSO, and healthy subjects across 30 immune cell types and observed that some cell types, as well as specific phenotypic subsets of cells, differed in abundance between these cohorts. Cell type-specific gene and protein expression differences between PSA, PSO, and healthy groups, along with 200 previously published genetic risk factors for PSA, were further used to perform machine learning classification, with the best models achieving AUROC ≥ 0.87 when either classifying subjects among the three groups or specifically distinguishing PSA from PSO. Our findings thus expand the repertoire of gene, protein, and cellular biomarkers relevant to PSA and demonstrate the utility of machine learning-based diagnostics for this disease. 
75	35309318	The transforming growth factor-βs (TGF-βs) are multifunctional cytokines capable of regulating a wide range of cellular behaviors and play a key role in maintaining the homeostasis of the immune system. The TGF-β subfamily, which is only present in deuterostomes, expands from a single gene in invertebrates to multiple members in jawed vertebrates. However, the evolutionary processes of the TGF-β subfamily in vertebrates still lack sufficient elucidation. In this study, the TGF-β homologs are identified at the genome-wide level in the reissner lamprey (Lethenteron reissneri), the sea lamprey (Petromyzon marinus), and the Japanese lamprey (Lampetra japonica), which are the extant representatives of jawless vertebrates with a history of more than 350 million years. The molecular evolutionary analyses reveal that the lamprey TGF-β subfamily contains two members representing ancestors of TGF-β2 and 3 in vertebrates, respectively, but TGF-β1 is absent. The transcriptional expression patterns show that the lamprey TGF-β2 may play a central regulatory role in the innate immune response of the lamprey since it exhibits a more rapid and significant upregulation of expression than TGF-β3 during lipopolysaccharide stimuli. The incorporation of BrdU assay reveals that the lamprey TGF-β2 recombinant protein exerts the bipolar regulation on the proliferation of the supraneural myeloid body cells (SMB cells) in the quiescent and LPS-activated state, while plays an inhibitory role in the proliferation of quiescent and activated leukocytes in lampreys. Furthermore, caspase-3/7 activity analysis indicates that the lamprey TGF-β2 protects SMB cells from apoptosis after serum deprivation, in contrast to promoting apoptosis of leukocytes. Our composite results offer valuable clues to the origin and evolution of the TGF-β subfamily and imply that TGF-βs are among the most ancestral immune regulators in vertebrates. 
76	35309312	Largemouth bass iridovirus (LMBV) can cause high mortality and lead to heavy economic loss in the cultivation of largemouth bass, but there was no effective treatment. Here, the present study constructed a recombinant Pichia pastoris expressing LMBV major capsid protein (MCPD). The recombinant GS115-pW317-MCPD was then used to immunize largemouth bass via oral administration, and mucosal immune response mediated by immunoglobulins (Igs) was measured after oral immunization. Serum antibody levels were measured by ELISA, neutralizing antibody titers were determined by serum neutralization test (SNT), antigen presentation-related gene expressions were detected by RT-PCR, and the histopathological characteristics of immunized fish were assessed after challenging with 0.1 ml 107.19 TCID50/ml LMBV. The relative percentage survival (RPS) was also determined. Our results showed that the serum antibody titers of immunized fish were significantly higher than that of control groups (P < 0.05). IgT and IgM expressions in gut were increased significantly after vaccination with GS115-pW317-MCPD; however, much stronger response in gut was observed as compared with gill. The expression levels of major histocompatibility complex (MHC) II, CD8, and T-cell receptor (TCR) were significantly elevated in GS115-pW317-MCPD group (P < 0.05), while CD4 and MHC I transcription levels remained unchanged after oral immunization (P > 0.05). The RPS of fish orally immunized with 1.0 × 108 CFU/g GS115-pW317-MCPD was reached up to 41.6% after challenge with 0.1 ml 109.46 TCID50/ml LMBV. Moreover, orally immunizing with GS115-pW317-MCPD can relieve the pathological damage caused by LMBV. Therefore, GS115-pW317-MCPD showed a promising potential against LMBV. 
77	35309308	Major histocompatibility complex class II (MHC II) is an essential immune regulatory molecule that plays an important role in antigen presentation and T-cell development. Abnormal MHC II expression can lead to immunodeficiency, clinically termed as type II bare lymphocyte syndrome (BLS), which usually results from mutations in the MHC II transactivator (CIITA) and other coactivators. Here, we present a new paradigm for MHC II deficiency in mice that involves a spontaneous point mutation on H2-Aa. A significantly reduced population of CD4+ T cells was observed in mice obtained from the long-term homozygous breeding of autophagy-related gene microtubule-associated protein 1 light chain 3 β (Map1lc3b, Lc3b) knockout mice; this phenotype was not attributed to the original knocked-out gene. MHC II expression was generally reduced, together with a marked deficiency of H2-Aa in the immune cells of these mice. Using cDNA and DNA sequencing, a spontaneous H2-Aa point mutation that led to false pre-mRNA splicing, deletion of eight bases in the mRNA, and protein frameshift was identified in these mice. These findings led to the discovery of a new type of spontaneous MHC II deficiency and provided a new paradigm to explain type II BLS in mice. 
78	35309241	Schizophrenia is a serious mental illness affecting approximately 20 million individuals globally. Both genetic and environmental factors contribute to the illness. If left undiagnosed and untreated, schizophrenia results in impaired social function, repeated hospital admissions, reduced quality of life and decreased life expectancy. Clinical diagnosis largely relies on subjective evidence, including self-reported experiences, and reported behavioural abnormalities followed by psychiatric evaluation. In addition, psychoses may occur along with other conditions, and the symptoms are often episodic and transient, posing a significant challenge to the precision of diagnosis. Therefore, objective, specific tests using biomarkers are urgently needed for differential diagnosis of schizophrenia in clinical practice. We aimed to provide evidence-based and consensus-based recommendations, with a summary of laboratory measurements that could potentially be used as biomarkers for schizophrenia, and to discuss directions for future research. We searched publications within the last 10 years with the following keywords: 'schizophrenia', 'gene', 'inflammation', 'neurotransmitter', 'protein marker', 'gut microbiota', 'pharmacogenomics' and 'biomarker'. A draft of the consensus was discussed and agreed on by all authors at a round table session. We summarised the characteristics of candidate diagnostic markers for schizophrenia, including genetic, inflammatory, neurotransmitter, peripheral protein, pharmacogenomic and gut microbiota markers. We also proposed a novel laboratory process for diagnosing schizophrenia in clinical practice based on the evidence summarised in this paper. Further efforts are needed to identify schizophrenia-specific genetic and epigenetic markers for precise diagnosis, differential diagnosis and ethnicity-specific markers for the Chinese population. The development of novel laboratory techniques is making it possible to use these biomarkers clinically to diagnose disease. 
79	35309170	Whole-genome sequencing (WGS) data of a bacterial strain IITK SM2 isolated from an aquifer located in the middle Indo-Gangetic plain is reported here, along with its physiological, morphological, biochemical, and redox-transformation characteristics in the presence of dissolved arsenic (As). The aquifer exhibits oxidizing conditions relative to As speciation. Analyses based on 16S rRNA and recN sequences indicate that IITK SM2 was clustered with C. youngae NCTC 13708T and C. pasteuri NCTC UMH17T. However, WGS analyses using the digital DNA-DNA hybridization and Rapid Annotations using Subsystems Technology suggest that IITK SM2 belongs to a strain of C. youngae. This strain can effectively reduce As(V) to As(III) but cannot oxidize As(III) to As(V). It exhibited high resistance to As(V) [32,000 mg L-1] and As(III) [1,100 mg L-1], along with certain other heavy metals typically found in contaminated groundwater. WGS analysis also indicates the presence of As-metabolizing genes such as arsC, arsB, arsA, arsD, arsR, and arsH in this strain. Although these genes have been identified in several As(V)-reducers, the clustering of these genes in the forms of arsACBADR, arsCBRH, and an independent arsC gene has not been observed in any other Citrobacter species or other selected As(V)-reducing strains of Enterobacteriaceae family. Moreover, there were differences in the number of genes corresponding to membrane transporters, virulence and defense, motility, protein metabolism, phages, prophages, and transposable elements in IITK SM2 when compared to other strains. This genomic dataset will facilitate subsequent molecular and biochemical analyses of strain IITK SM2 to identify the reasons for high arsenic resistance in Citrobacter youngae and understand its role in As mobilization in middle Indo-Gangetic plain aquifers. 
80	35309168	Met proto-oncogene (MET) amplification and tyrosine-protein kinase Met (c-Met) overexpression confer gefitinib resistance in non-small cell lung cancer (NSCLC). The natural product Licochalcone A (Lico A) exhibits a broad range of inhibitory effects against various tumors. However, the effects of Lico A on c-Met signaling and gefitinib resistance in NSCLC remain unclear. In the present study, Lico A efficiently overcame gefitinib-acquired resistance in NSCLC cells by suppressing c-Met signaling. Lico A decreased cell viability and colony formation dose-dependently and impaired in vivo tumorigenesis of gefitinib-resistant HCC827 and PC-9 cells. Furthermore, Lico A induced intrinsic apoptosis and upregulated the protein expression levels of cleaved poly (ADP-ribose) polymerase and cleaved caspase 3. Lico A promoted the interaction between c-Met and E3 ligase c-Casitas B-lineage lymphoma (Cbl), which enhanced c-Cbl-mediated c-Met ubiquitination and degradation. Depletion of c-Cbl compromised Lico A-induced c-Met ubiquitination and its inhibitory efficacy in gefitinib-resistant NSCLC cells. Taken together, the results suggest that Lico A is a promising antitumor agent that might be used to overcome c-Met overexpression-mediated gefitinib resistance in NSCLC cells. 
81	35309143	Background: 46,XY disorders/differences of sex development (46,XY DSD) are congenital conditions that result from abnormal gonadal development (gonadal dysgenesis) or abnormalities in androgen synthesis or action. During early embryonic development, several genes are involved in regulating the initiation and maintenance of testicular or ovarian-specific pathways. Recent reports have shown that MAP3K1 genes mediate the development of the 46,XY DSD, which present as complete or partial gonadal dysgenesis. Previous functional studies have demonstrated that some MAP3K1 variants result in the gain of protein function. However, data on possible mechanisms of MAP3K1 genes in modulating protein functions remain scant. Methods: This study identified a Han Chinese family with the 46,XY DSD. To assess the history and clinical manifestations for the 46,XY DSD patients, the physical, operational, ultra-sonographical, pathological, and other examinations were performed for family members. Variant analysis was conducted using both trio whole-exome sequencing (trio WES) and Sanger sequencing. On the other hand, we generated transiently transfected testicular teratoma cells (NT2/D1) and ovary-derived granular cells (KGN), with mutant or wild-type MAP3K1 gene. We then performed functional assays such as determination of steady-state levels of gender related factors, protein interaction and luciferase assay system. Results: Two affected siblings were diagnosed with 46,XY DSD. Our analysis showed a missense c.556A > G/p.R186G variant in the MAP3K1 gene. Functional assays demonstrated that the MAP3K1R186G variant was associated with significantly decreased affinity to ubiquitin (Ub; 43-49%) and increased affinity to RhoA, which was 3.19 ± 0.18 fold, compared to MAP3K1. The MAP3K1R186G led to hyperphosphorylation of p38 and GSK3β, and promoted hyperactivation of the Wnt4/β-catenin signaling. In addition, there was increased recruitment of β-catenin into the nucleus, which enhanced the expression of pro-ovarian transcription factor FOXL2 gene, thus contributing to the 46,XY DSD. Conclusion: Our study identified a missense MAP3K1 variant associated with 46,XY DSD. We demonstrated that MAP3K1R186G variant enhances binding to the RhoA and improves its own stability, resulting in the activation of the Wnt4/β-catenin/FOXL2 pathway. Taken together, these findings provide novel insights into the molecular mechanisms of 46,XY DSD and promotes better clinical evaluation. 
82	35309123	"Background: Forkhead box ""O"" one which is member of Forkhead box family of transcription factors is known to play key role in different physiological processes including cell cycle arrest, autophagy, and apoptosis. FOXO1 is defined to play tumor suppressive role in various malignancies including breast cancer and its Dysregulation is frequently reported. However, the evaluation of FOXO1 promoter methylation and its expression at mRNA and protein level in different stages of breast cancer and its association with different clinical parameters is still not studied. Therefore, for better understanding the role of FOXO1 in breast cancer, in our study we examined the FOXO1 mRNA and protein expression in Breast cancer samples of Indian breast cancer patients. Results: Total 127 breast cancer samples along with adjacent normal tissue (n = 127) were analyzed through methylation specific PCR (MS-PCR), mRNA expression (Real-time PCR) and Immunohistochemistry (IHC). We detected 69.29% cases to be downregulated at the mRNA level, and 77.95% of cases exhibited no or low protein expression. In our data we report a significant association (p = 0.0001) between the downregulated protein expression and promoter hypermethylation of FOXO1 gene. We also found a significant correlation of FOXO1 mRNA level with Age (p = 0.008), age at first live birth (p = 0,003), tumor size (p = 0.05) and lymph node status (p = 0.01). Conclusion: we in our study report the tumor suppressive role of FOXO1 in case of Indian breast cancer patients and our data suggest it to exhibit prognostic importance. However, further research is needed to evaluate FOXO1 significance in diagnostic and therapeutic targeting in breast cancer cases. "
83	35309121	Citrullinemia is a rare autosomal recessive disorder characterized by elevated concentrations of citrulline in the blood resulting from malfunction of the urea cycle. It is categorized into two types, types I and II, which are caused by argininosuccinate synthase 1 (ASS1), and citrin (SLC25A13) gene mutations, respectively. In this study, we performed genetic analysis on nine Chinese infants with citrullinemia using next-generation sequencing, which identified a novel mutation (p.Leu313Met) and a rare mutation (p.Thr323Ile, rs1250895424) of ASS1. We also found a novel splicing mutation of SLC25A13: c.1311 + 4_+7del. Functional analysis of the ASS1 missense mutations showed that both significantly impaired the enzyme activity of ASS1, with the p. Thr323Ile mutation clearly affecting the interaction between ASS1 and protein arginine methyltransferase 7 (PRMT7). These findings expand the mutational spectrum of ASS1 and SLC25A13, and further our understanding of the molecular genetic mechanism of citrullinemia in the Chinese population. 
84	35308874	Early life adversity is a risk factor for depression in adulthood; however, the underlying mechanisms are not well understood. This study aims to investigate the effect of DNA methylation of DRD2 gene on early life stress-induced depression in adult rats. Newborn Sprague-Dawley rats were randomly assigned to four groups: maternal deprivation group (MD), chronic unpredictable stress (CUS) group, maternal deprivation plus chronic unpredictable stress (MD/CUS) group, and normal control group (NOR). Behaviors were measured by open field test (OFT), sucrose preference test (SPT), and Original Research Article forced swimming test (FST). Fecal CORT level was detected by ELISA. Bisulfite amplicon sequencing PCR was used to assess methylation levels of DRD2 promoter. CUS and MD/CUS rats had a significantly shorter total distance, longer immobility time, and higher CORT level, while MD and MD/CUS rats had a significantly lower percentage of central distance, more feces, lower rate of sucrose preference, and lower levels of DRD2 protein and mRNA in the VTA than NOR rats. CUS rats showed a significantly higher DRD2 mRNA and protein levels in the VTA than NOR rats. CUS, MD, and MD/CUS rats showed a significantly higher level of DRD2 promoter methylation than NOR rats. CORT level was significantly correlated with the sucrose preference rate in SPT, the immobility time in FST, the total distance, and the number of fecal pellets in OFT. DRD2 protein level was significantly correlated with the sucrose preference rate and the number of fecal pellets. DRD2 mRNA level was significantly correlated with the percentage of central distance and the number of fecal pellets in OFT. The level of DRD2 promoter methylation was significantly correlated with the sucrose preference rate, immobility time, total distance, the percentage of central distance, and the number of fecal pellets. Early life MD increased vulnerability to stress-induced depressive-like behavior in adult rats. Enhanced DRD2 promoter methylation in the VTA may increase the susceptibility to depression. 
85	35308827	The nuclear pore complex (NPC) is a large protein assembly that perforates the nuclear envelope and provides a sole gateway for traffic between the cytoplasm and the nucleus. The NPC controls the nucleocytoplasmic transport by selectively allowing cargoes such as proteins and mRNA to pass through its central channel, thereby playing a vital role in protecting the nuclear component and regulating gene expression and protein synthesis. The selective transport through the NPC originates from its exquisite molecular structure featuring a large scaffold and the intrinsically disordered central channel domain, but the exact mechanism underlying the selective transport remains elusive and is the subject of various, often conflicting, hypotheses. Moreover, recent studies have suggested a new role for the NPC as a mechanosensor, where the NPC changes its channel diameter depending on the nuclear envelope tension, altering the molecular transportability through this nanopore. In this mini-review, we summarize the current understandings of the selective nature of the NPC and discuss its emerging role in cellular mechanotransduction. 
86	35308788	Glyconanomaterials with unique nanoscale property and carbohydrate functionality show vast potential in biological and biomedical applications. We investigated the interactions of noncovalent complexes of single-wall carbon nanotubes that are wrapped by disaccharide lactose-containing glycopolymers with the specific carbohydrate-binding proteins. The terminal galactose (Gal) of glycopolymers binds to the specific lectin as expected. Interestingly, an increased aggregation of nanotubes was also observed when interacting with a glucose (Glc) specific lectin, likely due to the removal of Glc groups from the surface of nanotubes resulting from the potential binding of the lectin to the Glc in the glycopolymers. This result indicates that the wrapping conformation of glycopolymers on the surface of nanotubes potentially allows improved accessibility of the Glc for specific lectins. Furthermore, it shows that the interaction between Glc groups in the glycopolymers and nanotubes play a key role in stabilizing the nanocomplexes. Overall, our results demonstrate that nanostructures can enable conformation-dependent interactions of glycopolymers and proteins and can potentially lead to the creation of versatile optical sensors for detecting carbohydrate-protein interactions with enhanced specificity and sensitivity. 
87	35308572	The tumor microenvironment (TME) plays a very important role in the development of sarcoma (SARC), but it is still unknown how to effectively regulate the TME. Our study aims to identify core molecules that can concurrently regulate immune and stromal cells in TME as potential therapeutic targets. We used the ESTIMATE algorithm to score the immune and stromal components of 265 SARC samples and determined that increased immune and stromal components in TME were both associated with poor prognosis in SARC. Next, we identified differential genes that regulate both immune and stromal cells, and identified the core prognostic gene CCR2 through the protein-protein interaction (PPI) network, COX analysis, survival analysis, and GSEA enrichment analysis. Next, we calculated the content of infiltrating immune cells and stromal cells in tumors using the CIBERSORT and xcell algorithms, respectively. Using differential analysis and Spearman correlation analysis, we identified 12 immune cells and 7 stromal cells, including CD4+T cells, CD8+T cells, monocytes, macrophages, dendritic cells, NK cells, mesenchymal stem cells (MSC), Fibroblasts and Endothelial cells, all of which were regulated by CCR2. Increased immune and stromal cell components were associated with poor prognosis in SARC, and CCR2 had a prognostic role in TME, regulating multiple immune and stromal cells, and was an important target for TME remodeling as well as immunotherapy in SARC. 
88	35308509	To discuss the histological features, pathological types, and prognosis of gastric adenocarcinoma with mucinous differentiation. Specimens of 189 cases of gastric adenocarcinoma with mucinous differentiation were collected for detailed histomorphology, immunohistochemistry, fluorescence in situ hybridization, and follow-up. In accordance with the morphological and histological structural features of the cancer cells as well as the area ratio of the mucus, gastric adenocarcinoma with mucinous differentiation was divided into four types, namely pure mucinous carcinoma, intraductal papillary mucinous carcinoma, signet ring cell type mucinous carcinoma, and mixed cell type mucinous carcinoma. Based on the macroscopic types according to Bormann's classification, pure mucinous carcinoma was mostly Type I, intraductal papillary mucinous carcinoma was mostly Type II, signet ring cell type mucinous carcinoma was mostly Type IV, and mixed cell type mucinous carcinoma was mostly Type III. The 5-year survival rate was 69.2, 64.2, 0, and 31.5%, respectively. There was a statistical difference in the lymph node metastasis rate and survival rate of the four carcinoma types. The invasion features of pure mucinous carcinoma entailed penetrating corrosively in a push-in form, without blood vessel or lymphatic metastasis and with few lymphocytes and lymphatic nodules in the marginal area. Thus, there was little lymph node metastasis and invasion of nerves. The HER2 protein expression rate was 40.2% (76/189), the HER2 gene amplification detected by FISH technology was 16.9% (32/189). The independent histological type, four subtypes, and histopathological classification of gastric mucinous adenocarcinoma are important for the prognosis evaluation and precise treatment of this disease. 
89	35308386	Porcine reproductive and respiratory syndrome (PRRS) and pseudorabies (PR) are highly infectious swine diseases and cause significant financial loss in China. The respiratory system and reproductive system are the main target systems. Previous studies showed that the existing PR virus (PRV) and PRRS virus (PRRSV) commercial vaccines could not provide complete protection against PRV variant strains and NADC30-like PRRSV strains in China. In this study, the PRV variant strain XJ and NADC30-like PRRSV strain CHSCDJY-2019 are used as the parent for constructing a recombinant pseudorabies virus (rPRV)-NC56 with gE/gI/TK gene deletion and co-expressing NADC30-like PRRSV GP5 and M protein. The rPRV-NC56 proliferated stably in BHK-21 cells, and it could stably express GP5 and M protein. Due to the introduction of the self-cleaving 2A peptide, GP5 and M protein were able to express independently and form virus-like particles (VLPs) of PRRSV in rPRV-NC56-infected BHK-21 cells. The rPRV-NC56 is safe for use in mice; it can colonize and express the target protein in mouse lungs for a long time. Vaccination with rPRV-NC56 induces PRV and NADC30-like PRRSV specific humoral and cellular immune responses in mice, and protects 100% of mice from virulent PRV XJ strain. Furthermore, the virus-neutralizing antibody (VNA) elicited by rPRV-NC56 showed significantly lower titer against SCNJ-2016 (HP-PRRSV) than that against CHSCDJY-2019 (NADC30-like PRRSV). Thus, rPRV-NC56 appears to be a promising candidate vaccine against NADC30-like PRRSV and PRV for the control and eradication of the variant PRV and NADC30-like PRRSV. 
90	35308382	Vaccine development against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been of primary importance to contain the ongoing global pandemic. However, studies have demonstrated that vaccine effectiveness is reduced and the immune response is evaded by variants of concern (VOCs), which include Alpha, Beta, Delta, and, the most recent, Omicron. Subsequently, several vaccine breakthrough (VBT) infections have been reported among healthcare workers (HCWs) due to their prolonged exposure to viruses at healthcare facilities. We conducted a clinico-genomic study of ChAdOx1 (Covishield) VBT cases in HCWs after complete vaccination. Based on the clinical data analysis, most of the cases were categorized as mild, with minimal healthcare support requirements. These patients were divided into two sub-phenotypes based on symptoms: mild and mild plus. Statistical analysis showed a significant correlation of specific clinical parameters with VBT sub-phenotypes. Viral genomic sequence analysis of VBT cases revealed a spectrum of high- and low-frequency mutations. More in-depth analysis revealed the presence of low-frequency mutations within the functionally important regions of SARS-CoV-2 genomes. Emphasizing the potential benefits of surveillance, low-frequency mutations, D144H in the N gene and D138Y in the S gene, were observed to potentially alter the protein secondary structure with possible influence on viral characteristics. Substantiated by the literature, our study highlights the importance of integrative analysis of pathogen genomic and clinical data to offer insights into low-frequency mutations that could be a modulator of VBT infections. 
